Htno,Subcode,Subname,Internals,Grade,Credits
20B81A0205,R2021022,ELECTRONIC DEVICES AND CIRCUITS,13,F,0.0
20B81A0205,R2021024,DC MACHINES AND TRANSFORMERS,20,ABSENT,0.0
20B81A0206,R2021021,MATHEMATICS-IV,23,C,3.0
20B81A0206,R2021022,ELECTRONIC DEVICES AND CIRCUITS,22,F,0.0
20B81A0207,R2021021,MATHEMATICS-IV,18,E,3.0
20B81A0207,R2021022,ELECTRONIC DEVICES AND CIRCUITS,21,F,0.0
20B81A0209,R2021021,MATHEMATICS-IV,19,E,3.0
20B81A0209,R2021022,ELECTRONIC DEVICES AND CIRCUITS,19,F,0.0
20B81A0209,R2021025,ELECTRO MAGNETIC FIELDS,21,F,0.0
20B81A0210,R2021021,MATHEMATICS-IV,18,F,0.0
20B81A0210,R2021022,ELECTRONIC DEVICES AND CIRCUITS,19,F,0.0
20B81A0210,R2021023,ELECTRICAL CIRCUIT ANALYSIS-II,22,F,0.0
20B81A0210,R2021025,ELECTRO MAGNETIC FIELDS,21,F,0.0
20B81A0211,R2021023,ELECTRICAL CIRCUIT ANALYSIS-II,23,C,3.0
20B81A0213,R2021021,MATHEMATICS-IV,16,F,0.0
20B81A0213,R2021022,ELECTRONIC DEVICES AND CIRCUITS,13,F,0.0
20B81A0213,R2021023,ELECTRICAL CIRCUIT ANALYSIS-II,20,F,0.0
20B81A0213,R2021024,DC MACHINES AND TRANSFORMERS,18,F,0.0
20B81A0213,R2021025,ELECTRO MAGNETIC FIELDS,17,F,0.0
20B81A0215,R2021022,ELECTRONIC DEVICES AND CIRCUITS,15,F,0.0
20B81A0215,R2021023,ELECTRICAL CIRCUIT ANALYSIS-II,23,F,0.0
20B81A0216,R2021023,ELECTRICAL CIRCUIT ANALYSIS-II,21,F,0.0
20B81A0216,R2021025,ELECTRO MAGNETIC FIELDS,17,F,0.0
20B81A0217,R2021021,MATHEMATICS-IV,18,F,0.0
20B81A0217,R2021022,ELECTRONIC DEVICES AND CIRCUITS,19,F,0.0
20B81A0217,R2021023,ELECTRICAL CIRCUIT ANALYSIS-II,21,F,0.0
20B81A0218,R2021022,ELECTRONIC DEVICES AND CIRCUITS,17,F,0.0
20B81A0218,R2021023,ELECTRICAL CIRCUIT ANALYSIS-II,23,D,3.0
20B81A0219,R2021022,ELECTRONIC DEVICES AND CIRCUITS,19,F,0.0
20B81A0221,R2021021,MATHEMATICS-IV,17,F,0.0
20B81A0221,R2021022,ELECTRONIC DEVICES AND CIRCUITS,16,F,0.0
20B81A0221,R2021023,ELECTRICAL CIRCUIT ANALYSIS-II,20,F,0.0
20B81A0221,R2021025,ELECTRO MAGNETIC FIELDS,18,F,0.0
20B81A0225,R2021022,ELECTRONIC DEVICES AND CIRCUITS,19,F,0.0
20B81A0226,R2021021,MATHEMATICS-IV,18,F,0.0
20B81A0226,R2021022,ELECTRONIC DEVICES AND CIRCUITS,18,F,0.0
20B81A0227,R2021021,MATHEMATICS-IV,21,F,0.0
20B81A0227,R2021022,ELECTRONIC DEVICES AND CIRCUITS,22,F,0.0
20B81A0227,R2021023,ELECTRICAL CIRCUIT ANALYSIS-II,23,D,3.0
20B81A0228,R2021021,MATHEMATICS-IV,23,F,0.0
20B81A0228,R2021022,ELECTRONIC DEVICES AND CIRCUITS,16,F,0.0
20B81A0228,R2021025,ELECTRO MAGNETIC FIELDS,25,F,0.0
20B81A0229,R2021021,MATHEMATICS-IV,16,F,0.0
20B81A0229,R2021022,ELECTRONIC DEVICES AND CIRCUITS,13,F,0.0
20B81A0229,R2021024,DC MACHINES AND TRANSFORMERS,15,F,0.0
20B81A0234,R2021022,ELECTRONIC DEVICES AND CIRCUITS,21,F,0.0
20B81A0234,R2021024,DC MACHINES AND TRANSFORMERS,17,E,3.0
20B81A0235,R2021021,MATHEMATICS-IV,22,D,3.0
20B81A0239,R2021021,MATHEMATICS-IV,20,D,3.0
20B81A0240,R2021021,MATHEMATICS-IV,18,E,3.0
20B81A0240,R2021022,ELECTRONIC DEVICES AND CIRCUITS,19,F,0.0
20B81A0240,R2021024,DC MACHINES AND TRANSFORMERS,15,E,3.0
20B81A0241,R2021021,MATHEMATICS-IV,16,E,3.0
20B81A0241,R2021022,ELECTRONIC DEVICES AND CIRCUITS,11,F,0.0
20B81A0241,R2021023,ELECTRICAL CIRCUIT ANALYSIS-II,21,F,0.0
20B81A0241,R2021024,DC MACHINES AND TRANSFORMERS,11,E,3.0
20B81A0242,R2021021,MATHEMATICS-IV,22,F,0.0
20B81A0242,R2021022,ELECTRONIC DEVICES AND CIRCUITS,20,E,3.0
20B81A0242,R2021025,ELECTRO MAGNETIC FIELDS,20,D,3.0
20B81A0243,R2021022,ELECTRONIC DEVICES AND CIRCUITS,20,F,0.0
20B81A0244,R2021021,MATHEMATICS-IV,24,F,0.0
20B81A0244,R2021022,ELECTRONIC DEVICES AND CIRCUITS,19,F,0.0
20B81A0245,R2021021,MATHEMATICS-IV,20,F,0.0
20B81A0245,R2021022,ELECTRONIC DEVICES AND CIRCUITS,21,D,3.0
20B81A0245,R2021024,DC MACHINES AND TRANSFORMERS,19,D,3.0
20B81A0247,R2021022,ELECTRONIC DEVICES AND CIRCUITS,17,F,0.0
20B81A0247,R2021024,DC MACHINES AND TRANSFORMERS,20,D,3.0
20B81A0251,R2021021,MATHEMATICS-IV,21,F,0.0
20B81A0251,R2021022,ELECTRONIC DEVICES AND CIRCUITS,18,D,3.0
20B81A0251,R2021024,DC MACHINES AND TRANSFORMERS,20,D,3.0
20B81A0252,R2021021,MATHEMATICS-IV,24,F,0.0
20B81A0255,R2021021,MATHEMATICS-IV,21,F,0.0
20B81A0255,R2021022,ELECTRONIC DEVICES AND CIRCUITS,17,F,0.0
20B81A0255,R2021023,ELECTRICAL CIRCUIT ANALYSIS-II,20,F,0.0
20B81A0255,R2021024,DC MACHINES AND TRANSFORMERS,19,F,0.0
20B81A0255,R2021025,ELECTRO MAGNETIC FIELDS,18,F,0.0
20B81A0256,R2021024,DC MACHINES AND TRANSFORMERS,25,C,3.0
20B81A0257,R2021021,MATHEMATICS-IV,21,F,0.0
20B81A0257,R2021023,ELECTRICAL CIRCUIT ANALYSIS-II,21,E,3.0
20B81A0257,R2021024,DC MACHINES AND TRANSFORMERS,17,E,3.0
20B81A0258,R2021022,ELECTRONIC DEVICES AND CIRCUITS,17,D,3.0
20B81A0260,R2021023,ELECTRICAL CIRCUIT ANALYSIS-II,23,F,0.0
20B81A0260,R2021024,DC MACHINES AND TRANSFORMERS,19,E,3.0
20B81A0261,R2021025,ELECTRO MAGNETIC FIELDS,22,F,0.0
20B81A0262,R2021024,DC MACHINES AND TRANSFORMERS,24,C,3.0
20B81A0263,R2021021,MATHEMATICS-IV,21,F,0.0
20B81A0263,R2021022,ELECTRONIC DEVICES AND CIRCUITS,18,F,0.0
20B81A0263,R2021023,ELECTRICAL CIRCUIT ANALYSIS-II,18,F,0.0
20B81A0263,R2021024,DC MACHINES AND TRANSFORMERS,18,F,0.0
20B81A0263,R2021025,ELECTRO MAGNETIC FIELDS,22,F,0.0
20B81A0264,R2021021,MATHEMATICS-IV,22,D,3.0
20B81A0264,R2021022,ELECTRONIC DEVICES AND CIRCUITS,17,F,0.0
20B81A0264,R2021024,DC MACHINES AND TRANSFORMERS,19,D,3.0
20B81A0265,R2021021,MATHEMATICS-IV,19,F,0.0
20B81A0265,R2021022,ELECTRONIC DEVICES AND CIRCUITS,17,E,3.0
20B81A0265,R2021023,ELECTRICAL CIRCUIT ANALYSIS-II,22,F,0.0
20B81A0265,R2021024,DC MACHINES AND TRANSFORMERS,20,E,3.0
20B81A0266,R2021022,ELECTRONIC DEVICES AND CIRCUITS,21,D,3.0
20B81A0266,R2021024,DC MACHINES AND TRANSFORMERS,22,C,3.0
20B81A0268,R2021021,MATHEMATICS-IV,25,C,3.0
20B81A0268,R2021022,ELECTRONIC DEVICES AND CIRCUITS,20,E,3.0
20B81A0268,R2021023,ELECTRICAL CIRCUIT ANALYSIS-II,22,D,3.0
20B81A0268,R2021024,DC MACHINES AND TRANSFORMERS,20,F,0.0
20B81A0269,R2021021,MATHEMATICS-IV,22,F,0.0
20B81A0269,R2021022,ELECTRONIC DEVICES AND CIRCUITS,18,F,0.0
20B81A0270,R2021021,MATHEMATICS-IV,20,D,3.0
20B81A0270,R2021025,ELECTRO MAGNETIC FIELDS,18,D,3.0
20B81A0272,R2021023,ELECTRICAL CIRCUIT ANALYSIS-II,26,F,0.0
20B81A0273,R2021024,DC MACHINES AND TRANSFORMERS,23,C,3.0
20B81A0274,R2021022,ELECTRONIC DEVICES AND CIRCUITS,21,F,0.0
20B81A0274,R2021024,DC MACHINES AND TRANSFORMERS,22,D,3.0
20B81A0275,R2021021,MATHEMATICS-IV,20,D,3.0
20B81A0275,R2021022,ELECTRONIC DEVICES AND CIRCUITS,17,E,3.0
20B81A0275,R2021024,DC MACHINES AND TRANSFORMERS,21,E,3.0
20B81A0277,R2021024,DC MACHINES AND TRANSFORMERS,19,C,3.0
20B81A0278,R2021021,MATHEMATICS-IV,21,F,0.0
20B81A0278,R2021022,ELECTRONIC DEVICES AND CIRCUITS,21,E,3.0
20B81A0278,R2021023,ELECTRICAL CIRCUIT ANALYSIS-II,22,F,0.0
20B81A0278,R2021024,DC MACHINES AND TRANSFORMERS,22,D,3.0
20B81A0279,R2021021,MATHEMATICS-IV,24,F,0.0
20B81A0279,R2021022,ELECTRONIC DEVICES AND CIRCUITS,20,E,3.0
20B81A0279,R2021024,DC MACHINES AND TRANSFORMERS,19,D,3.0
20B81A0279,R2021025,ELECTRO MAGNETIC FIELDS,23,E,3.0
20B81A0280,R2021021,MATHEMATICS-IV,19,F,0.0
20B81A0280,R2021022,ELECTRONIC DEVICES AND CIRCUITS,14,F,0.0
20B81A0280,R2021024,DC MACHINES AND TRANSFORMERS,15,F,0.0
20B81A0280,R2021025,ELECTRO MAGNETIC FIELDS,20,F,0.0
20B81A0281,R2021021,MATHEMATICS-IV,19,F,0.0
20B81A0281,R2021023,ELECTRICAL CIRCUIT ANALYSIS-II,21,F,0.0
20B81A0281,R2021025,ELECTRO MAGNETIC FIELDS,19,F,0.0
20B81A0282,R2021021,MATHEMATICS-IV,16,F,0.0
20B81A0282,R2021022,ELECTRONIC DEVICES AND CIRCUITS,17,D,3.0
20B81A0282,R2021023,ELECTRICAL CIRCUIT ANALYSIS-II,22,F,0.0
20B81A0282,R2021024,DC MACHINES AND TRANSFORMERS,13,E,3.0
20B81A0282,R2021025,ELECTRO MAGNETIC FIELDS,16,E,3.0
20B81A0284,R2021022,ELECTRONIC DEVICES AND CIRCUITS,19,E,3.0
20B81A0284,R2021023,ELECTRICAL CIRCUIT ANALYSIS-II,23,F,0.0
20B81A0284,R2021024,DC MACHINES AND TRANSFORMERS,20,E,3.0
20B81A0285,R2021022,ELECTRONIC DEVICES AND CIRCUITS,18,F,0.0
20B81A0285,R2021024,DC MACHINES AND TRANSFORMERS,17,F,0.0
20B81A0285,R2021025,ELECTRO MAGNETIC FIELDS,21,F,0.0
20B81A0286,R2021022,ELECTRONIC DEVICES AND CIRCUITS,20,E,3.0
20B81A0286,R2021023,ELECTRICAL CIRCUIT ANALYSIS-II,23,F,0.0
20B81A0286,R2021024,DC MACHINES AND TRANSFORMERS,24,E,3.0
20B81A0287,R2021022,ELECTRONIC DEVICES AND CIRCUITS,19,D,3.0
20B81A0287,R2021023,ELECTRICAL CIRCUIT ANALYSIS-II,21,D,3.0
20B81A0287,R2021024,DC MACHINES AND TRANSFORMERS,25,C,3.0
20B81A0288,R2021021,MATHEMATICS-IV,16,F,0.0
20B81A0288,R2021022,ELECTRONIC DEVICES AND CIRCUITS,17,F,0.0
20B81A0288,R2021023,ELECTRICAL CIRCUIT ANALYSIS-II,21,F,0.0
20B81A0288,R2021024,DC MACHINES AND TRANSFORMERS,22,F,0.0
20B81A0289,R2021021,MATHEMATICS-IV,21,F,0.0
20B81A0289,R2021022,ELECTRONIC DEVICES AND CIRCUITS,17,F,0.0
20B81A0289,R2021024,DC MACHINES AND TRANSFORMERS,18,F,0.0
20B81A0290,R2021022,ELECTRONIC DEVICES AND CIRCUITS,23,C,3.0
20B81A0291,R2021021,MATHEMATICS-IV,16,F,0.0
20B81A0291,R2021022,ELECTRONIC DEVICES AND CIRCUITS,18,F,0.0
20B81A0291,R2021023,ELECTRICAL CIRCUIT ANALYSIS-II,21,F,0.0
20B81A0291,R2021024,DC MACHINES AND TRANSFORMERS,18,E,3.0
20B81A0292,R2021021,MATHEMATICS-IV,13,F,0.0
20B81A0292,R2021022,ELECTRONIC DEVICES AND CIRCUITS,16,F,0.0
20B81A0292,R2021023,ELECTRICAL CIRCUIT ANALYSIS-II,19,F,0.0
20B81A0292,R2021024,DC MACHINES AND TRANSFORMERS,20,F,0.0
20B81A0292,R2021025,ELECTRO MAGNETIC FIELDS,18,F,0.0
20B81A0293,R2021021,MATHEMATICS-IV,17,F,0.0
20B81A0293,R2021022,ELECTRONIC DEVICES AND CIRCUITS,17,E,3.0
20B81A0293,R2021023,ELECTRICAL CIRCUIT ANALYSIS-II,25,F,0.0
20B81A0293,R2021024,DC MACHINES AND TRANSFORMERS,23,E,3.0
20B81A0293,R2021025,ELECTRO MAGNETIC FIELDS,19,E,3.0
20B81A0294,R2021021,MATHEMATICS-IV,17,F,0.0
20B81A0294,R2021022,ELECTRONIC DEVICES AND CIRCUITS,18,F,0.0
20B81A0294,R2021024,DC MACHINES AND TRANSFORMERS,19,F,0.0
20B81A0294,R2021025,ELECTRO MAGNETIC FIELDS,21,ABSENT,0.0
20B81A0295,R2021022,ELECTRONIC DEVICES AND CIRCUITS,22,D,3.0
20B81A0295,R2021024,DC MACHINES AND TRANSFORMERS,23,D,3.0
20B81A0296,R2021024,DC MACHINES AND TRANSFORMERS,22,D,3.0
20B81A0297,R2021022,ELECTRONIC DEVICES AND CIRCUITS,20,E,3.0
20B81A0299,R2021022,ELECTRONIC DEVICES AND CIRCUITS,16,D,3.0
20B81A0299,R2021023,ELECTRICAL CIRCUIT ANALYSIS-II,25,F,0.0
20B81A02A0,R2021022,ELECTRONIC DEVICES AND CIRCUITS,15,F,0.0
20B81A02A0,R2021023,ELECTRICAL CIRCUIT ANALYSIS-II,21,F,0.0
20B81A02A0,R2021025,ELECTRO MAGNETIC FIELDS,18,F,0.0
20B81A02A1,R2021023,ELECTRICAL CIRCUIT ANALYSIS-II,23,D,3.0
20B81A02A1,R2021025,ELECTRO MAGNETIC FIELDS,26,F,0.0
20B81A02A3,R2021021,MATHEMATICS-IV,16,ABSENT,0.0
20B81A02A3,R2021022,ELECTRONIC DEVICES AND CIRCUITS,15,F,0.0
20B81A02A3,R2021023,ELECTRICAL CIRCUIT ANALYSIS-II,21,F,0.0
20B81A02A3,R2021024,DC MACHINES AND TRANSFORMERS,16,F,0.0
20B81A02A3,R2021025,ELECTRO MAGNETIC FIELDS,16,F,0.0
20B81A02A4,R2021021,MATHEMATICS-IV,9,ABSENT,0.0
20B81A02A4,R2021022,ELECTRONIC DEVICES AND CIRCUITS,8,F,0.0
20B81A02A4,R2021023,ELECTRICAL CIRCUIT ANALYSIS-II,16,F,0.0
20B81A02A4,R2021024,DC MACHINES AND TRANSFORMERS,12,F,0.0
20B81A02A4,R2021025,ELECTRO MAGNETIC FIELDS,12,F,0.0
20B81A02A5,R2021023,ELECTRICAL CIRCUIT ANALYSIS-II,24,D,3.0
20B81A02A5,R2021025,ELECTRO MAGNETIC FIELDS,24,F,0.0
20B81A02A6,R2021022,ELECTRONIC DEVICES AND CIRCUITS,16,ABSENT,0.0
20B81A02A7,R2021022,ELECTRONIC DEVICES AND CIRCUITS,21,F,0.0
20B81A02A7,R2021024,DC MACHINES AND TRANSFORMERS,23,C,3.0
20B81A02A8,R2021022,ELECTRONIC DEVICES AND CIRCUITS,23,D,3.0
20B81A02A8,R2021024,DC MACHINES AND TRANSFORMERS,22,D,3.0
20B81A02A8,R2021025,ELECTRO MAGNETIC FIELDS,21,D,3.0
20B81A02A9,R2021025,ELECTRO MAGNETIC FIELDS,21,E,3.0
20B81A02B0,R2021021,MATHEMATICS-IV,10,F,0.0
20B81A02B0,R2021022,ELECTRONIC DEVICES AND CIRCUITS,11,F,0.0
20B81A02B0,R2021025,ELECTRO MAGNETIC FIELDS,20,F,0.0
20B81A02B3,R2021022,ELECTRONIC DEVICES AND CIRCUITS,19,E,3.0
20B81A02B3,R2021025,ELECTRO MAGNETIC FIELDS,21,F,0.0
20B81A02B4,R2021021,MATHEMATICS-IV,23,ABSENT,0.0
20B81A02B4,R2021022,ELECTRONIC DEVICES AND CIRCUITS,23,D,3.0
20B81A02B4,R2021025,ELECTRO MAGNETIC FIELDS,23,C,3.0
20B81A02B5,R2021021,MATHEMATICS-IV,17,ABSENT,0.0
20B81A02B5,R2021022,ELECTRONIC DEVICES AND CIRCUITS,15,F,0.0
20B81A02B5,R2021023,ELECTRICAL CIRCUIT ANALYSIS-II,22,D,3.0
20B81A02B5,R2021025,ELECTRO MAGNETIC FIELDS,21,F,0.0
20B81A02B6,R2021025,ELECTRO MAGNETIC FIELDS,27,C,3.0
20B81A02B7,R2021022,ELECTRONIC DEVICES AND CIRCUITS,17,F,0.0
20B81A02B7,R2021023,ELECTRICAL CIRCUIT ANALYSIS-II,26,F,0.0
20B81A02B7,R2021025,ELECTRO MAGNETIC FIELDS,26,F,0.0
20B81A0302,R2021011,MATHEMATICS-III,26,F,0.0
20B81A0302,R2021031,MECHANICS OF SOLIDS,14,F,0.0
20B81A0302,R2021033,PRODUCTION TECHNOLOGY,17,F,0.0
20B81A0302,R2021034,KINEMATICS OF MACHINERY,23,ABSENT,0.0
20B81A0303,R2021031,MECHANICS OF SOLIDS,19,E,3.0
20B81A0303,R2021034,KINEMATICS OF MACHINERY,23,F,0.0
20B81A0304,R2021031,MECHANICS OF SOLIDS,14,F,0.0
20B81A0304,R2021032,FLUID MECHANICS & HYDRAULIC MACHINES,19,F,0.0
20B81A0305,R2021011,MATHEMATICS-III,18,F,0.0
20B81A0305,R2021031,MECHANICS OF SOLIDS,12,E,3.0
20B81A0306,R2021011,MATHEMATICS-III,15,F,0.0
20B81A0306,R2021031,MECHANICS OF SOLIDS,10,F,0.0
20B81A0306,R2021032,FLUID MECHANICS & HYDRAULIC MACHINES,13,F,0.0
20B81A0306,R2021034,KINEMATICS OF MACHINERY,12,F,0.0
20B81A0307,R2021011,MATHEMATICS-III,21,F,0.0
20B81A0307,R2021031,MECHANICS OF SOLIDS,13,F,0.0
20B81A0307,R2021033,PRODUCTION TECHNOLOGY,16,F,0.0
20B81A0308,R2021011,MATHEMATICS-III,26,C,3.0
20B81A0308,R2021031,MECHANICS OF SOLIDS,21,F,0.0
20B81A0308,R2021034,KINEMATICS OF MACHINERY,20,E,3.0
20B81A0311,R2021011,MATHEMATICS-III,26,D,3.0
20B81A0311,R2021031,MECHANICS OF SOLIDS,20,F,0.0
20B81A0312,R2021011,MATHEMATICS-III,29,B,3.0
20B81A0312,R2021034,KINEMATICS OF MACHINERY,22,D,3.0
20B81A0313,R2021011,MATHEMATICS-III,22,ABSENT,0.0
20B81A0313,R2021031,MECHANICS OF SOLIDS,18,ABSENT,0.0
20B81A0313,R2021032,FLUID MECHANICS & HYDRAULIC MACHINES,18,ABSENT,0.0
20B81A0313,R2021033,PRODUCTION TECHNOLOGY,21,ABSENT,0.0
20B81A0313,R2021034,KINEMATICS OF MACHINERY,21,ABSENT,0.0
20B81A0314,R2021011,MATHEMATICS-III,19,F,0.0
20B81A0314,R2021031,MECHANICS OF SOLIDS,10,F,0.0
20B81A0314,R2021032,FLUID MECHANICS & HYDRAULIC MACHINES,14,ABSENT,0.0
20B81A0315,R2021011,MATHEMATICS-III,23,F,0.0
20B81A0315,R2021031,MECHANICS OF SOLIDS,14,F,0.0
20B81A0315,R2021032,FLUID MECHANICS & HYDRAULIC MACHINES,12,F,0.0
20B81A0315,R2021033,PRODUCTION TECHNOLOGY,15,F,0.0
20B81A0315,R2021034,KINEMATICS OF MACHINERY,15,ABSENT,0.0
20B81A0317,R2021031,MECHANICS OF SOLIDS,18,F,0.0
20B81A0318,R2021031,MECHANICS OF SOLIDS,17,F,0.0
20B81A0318,R2021032,FLUID MECHANICS & HYDRAULIC MACHINES,16,F,0.0
20B81A0318,R2021034,KINEMATICS OF MACHINERY,21,F,0.0
20B81A0322,R2021031,MECHANICS OF SOLIDS,16,E,3.0
20B81A0322,R2021034,KINEMATICS OF MACHINERY,19,E,3.0
20B81A0323,R2021031,MECHANICS OF SOLIDS,19,D,3.0
20B81A0323,R2021033,PRODUCTION TECHNOLOGY,19,D,3.0
20B81A0323,R2021034,KINEMATICS OF MACHINERY,20,E,3.0
20B81A0325,R2021011,MATHEMATICS-III,24,F,0.0
20B81A0325,R2021031,MECHANICS OF SOLIDS,11,F,0.0
20B81A0325,R2021034,KINEMATICS OF MACHINERY,17,F,0.0
20B81A0326,R2021031,MECHANICS OF SOLIDS,18,F,0.0
20B81A0326,R2021034,KINEMATICS OF MACHINERY,17,F,0.0
20B81A0327,R2021011,MATHEMATICS-III,24,D,3.0
20B81A0327,R2021031,MECHANICS OF SOLIDS,14,F,0.0
20B81A0327,R2021032,FLUID MECHANICS & HYDRAULIC MACHINES,15,E,3.0
20B81A0327,R2021034,KINEMATICS OF MACHINERY,15,F,0.0
20B81A0328,R2021011,MATHEMATICS-III,21,F,0.0
20B81A0328,R2021031,MECHANICS OF SOLIDS,13,F,0.0
20B81A0328,R2021032,FLUID MECHANICS & HYDRAULIC MACHINES,16,F,0.0
20B81A0328,R2021034,KINEMATICS OF MACHINERY,15,F,0.0
20B81A0329,R2021011,MATHEMATICS-III,23,D,3.0
20B81A0332,R2021011,MATHEMATICS-III,24,C,3.0
20B81A0332,R2021031,MECHANICS OF SOLIDS,15,E,3.0
20B81A0334,R2021011,MATHEMATICS-III,24,F,0.0
20B81A0334,R2021031,MECHANICS OF SOLIDS,9,F,0.0
20B81A0334,R2021032,FLUID MECHANICS & HYDRAULIC MACHINES,17,F,0.0
20B81A0334,R2021033,PRODUCTION TECHNOLOGY,18,F,0.0
20B81A0334,R2021034,KINEMATICS OF MACHINERY,19,F,0.0
20B81A0335,R2021011,MATHEMATICS-III,24,D,3.0
20B81A0335,R2021033,PRODUCTION TECHNOLOGY,19,E,3.0
20B81A0335,R2021034,KINEMATICS OF MACHINERY,18,F,0.0
20B81A0339,R2021011,MATHEMATICS-III,24,D,3.0
20B81A0339,R2021031,MECHANICS OF SOLIDS,10,F,0.0
20B81A0339,R2021034,KINEMATICS OF MACHINERY,12,F,0.0
20B81A0340,R2021011,MATHEMATICS-III,18,F,0.0
20B81A0340,R2021032,FLUID MECHANICS & HYDRAULIC MACHINES,14,F,0.0
20B81A0340,R2021033,PRODUCTION TECHNOLOGY,15,E,3.0
20B81A0342,R2021011,MATHEMATICS-III,19,F,0.0
20B81A0342,R2021031,MECHANICS OF SOLIDS,14,F,0.0
20B81A0343,R2021011,MATHEMATICS-III,28,F,0.0
20B81A0343,R2021031,MECHANICS OF SOLIDS,13,F,0.0
20B81A0343,R2021032,FLUID MECHANICS & HYDRAULIC MACHINES,19,F,0.0
20B81A0343,R2021033,PRODUCTION TECHNOLOGY,18,F,0.0
20B81A0343,R2021034,KINEMATICS OF MACHINERY,19,F,0.0
20B81A0344,R2021011,MATHEMATICS-III,26,F,0.0
20B81A0344,R2021032,FLUID MECHANICS & HYDRAULIC MACHINES,19,F,0.0
20B81A0348,R2021011,MATHEMATICS-III,26,D,3.0
20B81A0348,R2021031,MECHANICS OF SOLIDS,15,E,3.0
20B81A0349,R2021011,MATHEMATICS-III,27,A,3.0
20B81A0351,R2021031,MECHANICS OF SOLIDS,22,D,3.0
20B81A0351,R2021033,PRODUCTION TECHNOLOGY,18,D,3.0
20B81A0354,R2021031,MECHANICS OF SOLIDS,9,F,0.0
20B81A0354,R2021032,FLUID MECHANICS & HYDRAULIC MACHINES,12,F,0.0
20B81A0354,R2021034,KINEMATICS OF MACHINERY,17,F,0.0
20B81A0356,R2021031,MECHANICS OF SOLIDS,16,F,0.0
20B81A0356,R2021032,FLUID MECHANICS & HYDRAULIC MACHINES,14,F,0.0
20B81A0356,R2021033,PRODUCTION TECHNOLOGY,16,F,0.0
20B81A0357,R2021011,MATHEMATICS-III,23,C,3.0
20B81A0357,R2021031,MECHANICS OF SOLIDS,17,D,3.0
20B81A0357,R2021032,FLUID MECHANICS & HYDRAULIC MACHINES,13,F,0.0
20B81A0358,R2021032,FLUID MECHANICS & HYDRAULIC MACHINES,22,F,0.0
20B81A0358,R2021034,KINEMATICS OF MACHINERY,16,F,0.0
20B81A0359,R2021011,MATHEMATICS-III,18,F,0.0
20B81A0359,R2021031,MECHANICS OF SOLIDS,18,F,0.0
20B81A0359,R2021032,FLUID MECHANICS & HYDRAULIC MACHINES,15,F,0.0
20B81A0359,R2021033,PRODUCTION TECHNOLOGY,11,F,0.0
20B81A0359,R2021034,KINEMATICS OF MACHINERY,14,F,0.0
20B81A0361,R2021011,MATHEMATICS-III,18,F,0.0
20B81A0361,R2021031,MECHANICS OF SOLIDS,13,F,0.0
20B81A0361,R2021032,FLUID MECHANICS & HYDRAULIC MACHINES,13,F,0.0
20B81A0361,R2021033,PRODUCTION TECHNOLOGY,13,F,0.0
20B81A0361,R2021034,KINEMATICS OF MACHINERY,13,F,0.0
20B81A0362,R2021031,MECHANICS OF SOLIDS,20,F,0.0
20B81A0362,R2021032,FLUID MECHANICS & HYDRAULIC MACHINES,18,F,0.0
20B81A0362,R2021033,PRODUCTION TECHNOLOGY,17,F,0.0
20B81A0367,R2021033,PRODUCTION TECHNOLOGY,17,F,0.0
20B81A0368,R2021031,MECHANICS OF SOLIDS,19,F,0.0
20B81A0368,R2021032,FLUID MECHANICS & HYDRAULIC MACHINES,18,F,0.0
20B81A0368,R2021033,PRODUCTION TECHNOLOGY,20,F,0.0
20B81A0369,R2021011,MATHEMATICS-III,20,F,0.0
20B81A0369,R2021031,MECHANICS OF SOLIDS,17,F,0.0
20B81A0369,R2021032,FLUID MECHANICS & HYDRAULIC MACHINES,13,D,3.0
20B81A0369,R2021033,PRODUCTION TECHNOLOGY,15,D,3.0
20B81A0369,R2021034,KINEMATICS OF MACHINERY,11,F,0.0
20B81A0370,R2021032,FLUID MECHANICS & HYDRAULIC MACHINES,13,F,0.0
20B81A0370,R2021034,KINEMATICS OF MACHINERY,15,F,0.0
20B81A0371,R2021032,FLUID MECHANICS & HYDRAULIC MACHINES,12,F,0.0
20B81A0371,R2021033,PRODUCTION TECHNOLOGY,11,F,0.0
20B81A0372,R2021032,FLUID MECHANICS & HYDRAULIC MACHINES,21,D,3.0
20B81A0372,R2021034,KINEMATICS OF MACHINERY,19,F,0.0
20B81A0374,R2021011,MATHEMATICS-III,12,F,0.0
20B81A0374,R2021031,MECHANICS OF SOLIDS,12,F,0.0
20B81A0374,R2021032,FLUID MECHANICS & HYDRAULIC MACHINES,16,F,0.0
20B81A0374,R2021033,PRODUCTION TECHNOLOGY,17,F,0.0
20B81A0374,R2021034,KINEMATICS OF MACHINERY,17,F,0.0
20B81A0375,R2021031,MECHANICS OF SOLIDS,12,F,0.0
20B81A0375,R2021032,FLUID MECHANICS & HYDRAULIC MACHINES,14,F,0.0
20B81A0375,R2021033,PRODUCTION TECHNOLOGY,10,F,0.0
20B81A0375,R2021034,KINEMATICS OF MACHINERY,10,F,0.0
20B81A0380,R2021011,MATHEMATICS-III,16,E,3.0
20B81A0380,R2021031,MECHANICS OF SOLIDS,18,F,0.0
20B81A0381,R2021011,MATHEMATICS-III,20,F,0.0
20B81A0381,R2021031,MECHANICS OF SOLIDS,13,F,0.0
