Htno,Subcode,Subname,Internals,Grade,Credits
20B81A0302,R2022031,MATERIAL SCIENCE & METALLURGY,17,F,0.0
20B81A0302,R2022032,DYNAMICS OF MACHINERY,19,F,0.0
20B81A0302,R2022033,THERMAL ENGINEERING-I,24,F,0.0
20B81A0302,R2022034,INDUSTRIAL ENGINEERING AND MANAGEMENT,13,F,0.0
20B81A0302,R2022035,MECHANICS OF SOLIDS AND METALLURGY LAB,10,B,1.5
20B81A0302,R2022036,MACHINE DRAWING PRACTICE,11,B,1.5
20B81A0302,R2022037,THEORY OF MACHINES LAB,12,A,1.5
20B81A0302,R2022038,PYTHON PROGRAMMING LAB,0,A,2.0
20B81A0303,R2022011,COMPLEX VARIABLES AND STATISTICAL METHOD,26,A,3.0
20B81A0303,R2022031,MATERIAL SCIENCE & METALLURGY,23,C,3.0
20B81A0303,R2022032,DYNAMICS OF MACHINERY,23,E,3.0
20B81A0303,R2022033,THERMAL ENGINEERING-I,25,C,3.0
20B81A0303,R2022034,INDUSTRIAL ENGINEERING AND MANAGEMENT,15,F,0.0
20B81A0303,R2022035,MECHANICS OF SOLIDS AND METALLURGY LAB,14,A,1.5
20B81A0303,R2022036,MACHINE DRAWING PRACTICE,15,A,1.5
20B81A0303,R2022037,THEORY OF MACHINES LAB,12,B,1.5
20B81A0303,R2022038,PYTHON PROGRAMMING LAB,0,A+,2.0
20B81A0304,R2022011,COMPLEX VARIABLES AND STATISTICAL METHOD,22,F,0.0
20B81A0304,R2022031,MATERIAL SCIENCE & METALLURGY,19,F,0.0
20B81A0304,R2022032,DYNAMICS OF MACHINERY,21,D,3.0
20B81A0304,R2022033,THERMAL ENGINEERING-I,25,F,0.0
20B81A0304,R2022034,INDUSTRIAL ENGINEERING AND MANAGEMENT,15,E,3.0
20B81A0304,R2022035,MECHANICS OF SOLIDS AND METALLURGY LAB,14,A,1.5
20B81A0304,R2022036,MACHINE DRAWING PRACTICE,15,A,1.5
20B81A0304,R2022037,THEORY OF MACHINES LAB,14,A,1.5
20B81A0304,R2022038,PYTHON PROGRAMMING LAB,0,A,2.0
20B81A0305,R2022011,COMPLEX VARIABLES AND STATISTICAL METHOD,18,E,3.0
20B81A0305,R2022031,MATERIAL SCIENCE & METALLURGY,21,B,3.0
20B81A0305,R2022032,DYNAMICS OF MACHINERY,22,B,3.0
20B81A0305,R2022033,THERMAL ENGINEERING-I,22,D,3.0
20B81A0305,R2022034,INDUSTRIAL ENGINEERING AND MANAGEMENT,18,E,3.0
20B81A0305,R2022035,MECHANICS OF SOLIDS AND METALLURGY LAB,14,A,1.5
20B81A0305,R2022036,MACHINE DRAWING PRACTICE,14,A,1.5
20B81A0305,R2022037,THEORY OF MACHINES LAB,12,A+,1.5
20B81A0305,R2022038,PYTHON PROGRAMMING LAB,0,A,2.0
20B81A0306,R2022011,COMPLEX VARIABLES AND STATISTICAL METHOD,13,F,0.0
20B81A0306,R2022031,MATERIAL SCIENCE & METALLURGY,15,F,0.0
20B81A0306,R2022032,DYNAMICS OF MACHINERY,16,F,0.0
20B81A0306,R2022033,THERMAL ENGINEERING-I,18,F,0.0
20B81A0306,R2022034,INDUSTRIAL ENGINEERING AND MANAGEMENT,17,F,0.0
20B81A0306,R2022035,MECHANICS OF SOLIDS AND METALLURGY LAB,13,A,1.5
20B81A0306,R2022036,MACHINE DRAWING PRACTICE,14,A,1.5
20B81A0306,R2022037,THEORY OF MACHINES LAB,12,A,1.5
20B81A0306,R2022038,PYTHON PROGRAMMING LAB,0,A+,2.0
20B81A0307,R2022011,COMPLEX VARIABLES AND STATISTICAL METHOD,12,F,0.0
20B81A0307,R2022031,MATERIAL SCIENCE & METALLURGY,12,E,3.0
20B81A0307,R2022032,DYNAMICS OF MACHINERY,17,F,0.0
20B81A0307,R2022033,THERMAL ENGINEERING-I,13,F,0.0
20B81A0307,R2022034,INDUSTRIAL ENGINEERING AND MANAGEMENT,11,F,0.0
20B81A0307,R2022035,MECHANICS OF SOLIDS AND METALLURGY LAB,12,B,1.5
20B81A0307,R2022036,MACHINE DRAWING PRACTICE,13,B,1.5
20B81A0307,R2022037,THEORY OF MACHINES LAB,12,C,1.5
20B81A0307,R2022038,PYTHON PROGRAMMING LAB,0,A,2.0
20B81A0308,R2022011,COMPLEX VARIABLES AND STATISTICAL METHOD,17,F,0.0
20B81A0308,R2022031,MATERIAL SCIENCE & METALLURGY,20,E,3.0
20B81A0308,R2022032,DYNAMICS OF MACHINERY,21,D,3.0
20B81A0308,R2022033,THERMAL ENGINEERING-I,24,F,0.0
20B81A0308,R2022034,INDUSTRIAL ENGINEERING AND MANAGEMENT,19,E,3.0
20B81A0308,R2022035,MECHANICS OF SOLIDS AND METALLURGY LAB,13,B,1.5
20B81A0308,R2022036,MACHINE DRAWING PRACTICE,15,A,1.5
20B81A0308,R2022037,THEORY OF MACHINES LAB,14,A+,1.5
20B81A0308,R2022038,PYTHON PROGRAMMING LAB,0,A,2.0
20B81A0309,R2022011,COMPLEX VARIABLES AND STATISTICAL METHOD,11,F,0.0
20B81A0309,R2022031,MATERIAL SCIENCE & METALLURGY,15,F,0.0
20B81A0309,R2022032,DYNAMICS OF MACHINERY,11,F,0.0
20B81A0309,R2022033,THERMAL ENGINEERING-I,9,F,0.0
20B81A0309,R2022034,INDUSTRIAL ENGINEERING AND MANAGEMENT,9,F,0.0
20B81A0309,R2022035,MECHANICS OF SOLIDS AND METALLURGY LAB,12,B,1.5
20B81A0309,R2022036,MACHINE DRAWING PRACTICE,10,B,1.5
20B81A0309,R2022037,THEORY OF MACHINES LAB,11,A,1.5
20B81A0309,R2022038,PYTHON PROGRAMMING LAB,0,A,2.0
20B81A0310,R2022011,COMPLEX VARIABLES AND STATISTICAL METHOD,24,B,3.0
20B81A0310,R2022031,MATERIAL SCIENCE & METALLURGY,24,A,3.0
20B81A0310,R2022032,DYNAMICS OF MACHINERY,23,C,3.0
20B81A0310,R2022033,THERMAL ENGINEERING-I,23,E,3.0
20B81A0310,R2022034,INDUSTRIAL ENGINEERING AND MANAGEMENT,19,B,3.0
20B81A0310,R2022035,MECHANICS OF SOLIDS AND METALLURGY LAB,15,A+,1.5
20B81A0310,R2022036,MACHINE DRAWING PRACTICE,15,A+,1.5
20B81A0310,R2022037,THEORY OF MACHINES LAB,14,A,1.5
20B81A0310,R2022038,PYTHON PROGRAMMING LAB,0,A,2.0
20B81A0311,R2022011,COMPLEX VARIABLES AND STATISTICAL METHOD,24,F,0.0
20B81A0311,R2022031,MATERIAL SCIENCE & METALLURGY,23,D,3.0
20B81A0311,R2022032,DYNAMICS OF MACHINERY,19,F,0.0
20B81A0311,R2022033,THERMAL ENGINEERING-I,25,E,3.0
20B81A0311,R2022034,INDUSTRIAL ENGINEERING AND MANAGEMENT,18,F,0.0
20B81A0311,R2022035,MECHANICS OF SOLIDS AND METALLURGY LAB,14,A,1.5
20B81A0311,R2022036,MACHINE DRAWING PRACTICE,15,A,1.5
20B81A0311,R2022037,THEORY OF MACHINES LAB,9,B,1.5
20B81A0311,R2022038,PYTHON PROGRAMMING LAB,0,A,2.0
20B81A0312,R2022011,COMPLEX VARIABLES AND STATISTICAL METHOD,27,D,3.0
20B81A0312,R2022031,MATERIAL SCIENCE & METALLURGY,23,D,3.0
20B81A0312,R2022032,DYNAMICS OF MACHINERY,23,C,3.0
20B81A0312,R2022033,THERMAL ENGINEERING-I,27,B,3.0
20B81A0312,R2022034,INDUSTRIAL ENGINEERING AND MANAGEMENT,19,C,3.0
20B81A0312,R2022035,MECHANICS OF SOLIDS AND METALLURGY LAB,14,A,1.5
20B81A0312,R2022036,MACHINE DRAWING PRACTICE,15,A,1.5
20B81A0312,R2022037,THEORY OF MACHINES LAB,14,A+,1.5
20B81A0312,R2022038,PYTHON PROGRAMMING LAB,0,A,2.0
20B81A0313,R2022011,COMPLEX VARIABLES AND STATISTICAL METHOD,20,F,0.0
20B81A0313,R2022031,MATERIAL SCIENCE & METALLURGY,19,D,3.0
20B81A0313,R2022032,DYNAMICS OF MACHINERY,17,F,0.0
20B81A0313,R2022033,THERMAL ENGINEERING-I,20,F,0.0
20B81A0313,R2022034,INDUSTRIAL ENGINEERING AND MANAGEMENT,12,F,0.0
20B81A0313,R2022035,MECHANICS OF SOLIDS AND METALLURGY LAB,9,B,1.5
20B81A0313,R2022036,MACHINE DRAWING PRACTICE,14,A,1.5
20B81A0313,R2022037,THEORY OF MACHINES LAB,14,A+,1.5
20B81A0313,R2022038,PYTHON PROGRAMMING LAB,0,A,2.0
20B81A0314,R2022011,COMPLEX VARIABLES AND STATISTICAL METHOD,15,F,0.0
20B81A0314,R2022031,MATERIAL SCIENCE & METALLURGY,17,F,0.0
20B81A0314,R2022032,DYNAMICS OF MACHINERY,13,F,0.0
20B81A0314,R2022033,THERMAL ENGINEERING-I,22,F,0.0
20B81A0314,R2022034,INDUSTRIAL ENGINEERING AND MANAGEMENT,15,F,0.0
20B81A0314,R2022035,MECHANICS OF SOLIDS AND METALLURGY LAB,14,A,1.5
20B81A0314,R2022036,MACHINE DRAWING PRACTICE,11,B,1.5
20B81A0314,R2022037,THEORY OF MACHINES LAB,13,B,1.5
20B81A0314,R2022038,PYTHON PROGRAMMING LAB,0,A,2.0
20B81A0315,R2022011,COMPLEX VARIABLES AND STATISTICAL METHOD,15,F,0.0
20B81A0315,R2022031,MATERIAL SCIENCE & METALLURGY,14,F,0.0
20B81A0315,R2022032,DYNAMICS OF MACHINERY,17,F,0.0
20B81A0315,R2022033,THERMAL ENGINEERING-I,19,F,0.0
20B81A0315,R2022034,INDUSTRIAL ENGINEERING AND MANAGEMENT,11,F,0.0
20B81A0315,R2022035,MECHANICS OF SOLIDS AND METALLURGY LAB,9,C,1.5
20B81A0315,R2022036,MACHINE DRAWING PRACTICE,10,B,1.5
20B81A0315,R2022037,THEORY OF MACHINES LAB,12,C,1.5
20B81A0315,R2022038,PYTHON PROGRAMMING LAB,0,A,2.0
20B81A0316,R2022011,COMPLEX VARIABLES AND STATISTICAL METHOD,28,B,3.0
20B81A0316,R2022031,MATERIAL SCIENCE & METALLURGY,22,D,3.0
20B81A0316,R2022032,DYNAMICS OF MACHINERY,22,C,3.0
20B81A0316,R2022033,THERMAL ENGINEERING-I,24,C,3.0
20B81A0316,R2022034,INDUSTRIAL ENGINEERING AND MANAGEMENT,21,D,3.0
20B81A0316,R2022035,MECHANICS OF SOLIDS AND METALLURGY LAB,13,A+,1.5
20B81A0316,R2022036,MACHINE DRAWING PRACTICE,15,A,1.5
20B81A0316,R2022037,THEORY OF MACHINES LAB,14,A,1.5
20B81A0316,R2022038,PYTHON PROGRAMMING LAB,0,A,2.0
20B81A0317,R2022011,COMPLEX VARIABLES AND STATISTICAL METHOD,22,C,3.0
20B81A0317,R2022031,MATERIAL SCIENCE & METALLURGY,21,B,3.0
20B81A0317,R2022032,DYNAMICS OF MACHINERY,21,D,3.0
20B81A0317,R2022033,THERMAL ENGINEERING-I,21,D,3.0
20B81A0317,R2022034,INDUSTRIAL ENGINEERING AND MANAGEMENT,22,C,3.0
20B81A0317,R2022035,MECHANICS OF SOLIDS AND METALLURGY LAB,12,A,1.5
20B81A0317,R2022036,MACHINE DRAWING PRACTICE,14,A,1.5
20B81A0317,R2022037,THEORY OF MACHINES LAB,14,A,1.5
20B81A0317,R2022038,PYTHON PROGRAMMING LAB,0,A,2.0
20B81A0318,R2022011,COMPLEX VARIABLES AND STATISTICAL METHOD,21,D,3.0
20B81A0318,R2022031,MATERIAL SCIENCE & METALLURGY,19,B,3.0
20B81A0318,R2022032,DYNAMICS OF MACHINERY,21,F,0.0
20B81A0318,R2022033,THERMAL ENGINEERING-I,22,F,0.0
20B81A0318,R2022034,INDUSTRIAL ENGINEERING AND MANAGEMENT,18,F,0.0
20B81A0318,R2022035,MECHANICS OF SOLIDS AND METALLURGY LAB,14,A,1.5
20B81A0318,R2022036,MACHINE DRAWING PRACTICE,14,A,1.5
20B81A0318,R2022037,THEORY OF MACHINES LAB,13,A+,1.5
20B81A0318,R2022038,PYTHON PROGRAMMING LAB,0,A+,2.0
20B81A0319,R2022011,COMPLEX VARIABLES AND STATISTICAL METHOD,27,A,3.0
20B81A0319,R2022031,MATERIAL SCIENCE & METALLURGY,24,C,3.0
20B81A0319,R2022032,DYNAMICS OF MACHINERY,21,D,3.0
20B81A0319,R2022033,THERMAL ENGINEERING-I,23,C,3.0
20B81A0319,R2022034,INDUSTRIAL ENGINEERING AND MANAGEMENT,17,F,0.0
20B81A0319,R2022035,MECHANICS OF SOLIDS AND METALLURGY LAB,14,A+,1.5
20B81A0319,R2022036,MACHINE DRAWING PRACTICE,15,A+,1.5
20B81A0319,R2022037,THEORY OF MACHINES LAB,12,A+,1.5
20B81A0319,R2022038,PYTHON PROGRAMMING LAB,0,A,2.0
20B81A0320,R2022011,COMPLEX VARIABLES AND STATISTICAL METHOD,16,F,0.0
20B81A0320,R2022031,MATERIAL SCIENCE & METALLURGY,15,F,0.0
20B81A0320,R2022032,DYNAMICS OF MACHINERY,11,F,0.0
20B81A0320,R2022033,THERMAL ENGINEERING-I,13,F,0.0
20B81A0320,R2022034,INDUSTRIAL ENGINEERING AND MANAGEMENT,14,F,0.0
20B81A0320,R2022035,MECHANICS OF SOLIDS AND METALLURGY LAB,12,B,1.5
20B81A0320,R2022036,MACHINE DRAWING PRACTICE,12,B,1.5
20B81A0320,R2022037,THEORY OF MACHINES LAB,14,A+,1.5
20B81A0320,R2022038,PYTHON PROGRAMMING LAB,0,A,2.0
20B81A0321,R2022011,COMPLEX VARIABLES AND STATISTICAL METHOD,9,ABSENT,0.0
20B81A0321,R2022031,MATERIAL SCIENCE & METALLURGY,10,ABSENT,0.0
20B81A0321,R2022032,DYNAMICS OF MACHINERY,4,ABSENT,0.0
20B81A0321,R2022033,THERMAL ENGINEERING-I,12,ABSENT,0.0
20B81A0321,R2022034,INDUSTRIAL ENGINEERING AND MANAGEMENT,4,ABSENT,0.0
20B81A0321,R2022035,MECHANICS OF SOLIDS AND METALLURGY LAB,3,ABSENT,0.0
20B81A0321,R2022036,MACHINE DRAWING PRACTICE,4,ABSENT,0.0
20B81A0321,R2022037,THEORY OF MACHINES LAB,3,ABSENT,0.0
20B81A0321,R2022038,PYTHON PROGRAMMING LAB,0,ABSENT,0.0
20B81A0322,R2022011,COMPLEX VARIABLES AND STATISTICAL METHOD,22,C,3.0
20B81A0322,R2022031,MATERIAL SCIENCE & METALLURGY,18,F,0.0
20B81A0322,R2022032,DYNAMICS OF MACHINERY,19,E,3.0
20B81A0322,R2022033,THERMAL ENGINEERING-I,24,F,0.0
20B81A0322,R2022034,INDUSTRIAL ENGINEERING AND MANAGEMENT,16,F,0.0
20B81A0322,R2022035,MECHANICS OF SOLIDS AND METALLURGY LAB,11,B,1.5
20B81A0322,R2022036,MACHINE DRAWING PRACTICE,14,A,1.5
20B81A0322,R2022037,THEORY OF MACHINES LAB,13,A+,1.5
20B81A0322,R2022038,PYTHON PROGRAMMING LAB,0,A,2.0
20B81A0323,R2022011,COMPLEX VARIABLES AND STATISTICAL METHOD,18,C,3.0
20B81A0323,R2022031,MATERIAL SCIENCE & METALLURGY,21,C,3.0
20B81A0323,R2022032,DYNAMICS OF MACHINERY,21,C,3.0
20B81A0323,R2022033,THERMAL ENGINEERING-I,23,D,3.0
20B81A0323,R2022034,INDUSTRIAL ENGINEERING AND MANAGEMENT,17,F,0.0
20B81A0323,R2022035,MECHANICS OF SOLIDS AND METALLURGY LAB,13,B,1.5
20B81A0323,R2022036,MACHINE DRAWING PRACTICE,14,A,1.5
20B81A0323,R2022037,THEORY OF MACHINES LAB,12,A,1.5
20B81A0323,R2022038,PYTHON PROGRAMMING LAB,0,A,2.0
20B81A0324,R2022011,COMPLEX VARIABLES AND STATISTICAL METHOD,24,E,3.0
20B81A0324,R2022031,MATERIAL SCIENCE & METALLURGY,19,E,3.0
20B81A0324,R2022032,DYNAMICS OF MACHINERY,19,F,0.0
20B81A0324,R2022033,THERMAL ENGINEERING-I,22,D,3.0
20B81A0324,R2022034,INDUSTRIAL ENGINEERING AND MANAGEMENT,16,D,3.0
20B81A0324,R2022035,MECHANICS OF SOLIDS AND METALLURGY LAB,14,A,1.5
20B81A0324,R2022036,MACHINE DRAWING PRACTICE,14,A,1.5
20B81A0324,R2022037,THEORY OF MACHINES LAB,12,A,1.5
20B81A0324,R2022038,PYTHON PROGRAMMING LAB,0,A,2.0
20B81A0325,R2022011,COMPLEX VARIABLES AND STATISTICAL METHOD,15,F,0.0
20B81A0325,R2022031,MATERIAL SCIENCE & METALLURGY,16,E,3.0
20B81A0325,R2022032,DYNAMICS OF MACHINERY,15,E,3.0
20B81A0325,R2022033,THERMAL ENGINEERING-I,22,F,0.0
20B81A0325,R2022034,INDUSTRIAL ENGINEERING AND MANAGEMENT,16,E,3.0
20B81A0325,R2022035,MECHANICS OF SOLIDS AND METALLURGY LAB,12,B,1.5
20B81A0325,R2022036,MACHINE DRAWING PRACTICE,13,A,1.5
20B81A0325,R2022037,THEORY OF MACHINES LAB,12,A,1.5
20B81A0325,R2022038,PYTHON PROGRAMMING LAB,0,A+,2.0
20B81A0326,R2022011,COMPLEX VARIABLES AND STATISTICAL METHOD,26,C,3.0
20B81A0326,R2022031,MATERIAL SCIENCE & METALLURGY,19,D,3.0
20B81A0326,R2022032,DYNAMICS OF MACHINERY,20,D,3.0
20B81A0326,R2022033,THERMAL ENGINEERING-I,21,F,0.0
20B81A0326,R2022034,INDUSTRIAL ENGINEERING AND MANAGEMENT,18,C,3.0
20B81A0326,R2022035,MECHANICS OF SOLIDS AND METALLURGY LAB,13,B,1.5
20B81A0326,R2022036,MACHINE DRAWING PRACTICE,15,A,1.5
20B81A0326,R2022037,THEORY OF MACHINES LAB,12,A,1.5
20B81A0326,R2022038,PYTHON PROGRAMMING LAB,0,A,2.0
20B81A0327,R2022011,COMPLEX VARIABLES AND STATISTICAL METHOD,19,D,3.0
20B81A0327,R2022031,MATERIAL SCIENCE & METALLURGY,20,E,3.0
20B81A0327,R2022032,DYNAMICS OF MACHINERY,17,E,3.0
20B81A0327,R2022033,THERMAL ENGINEERING-I,21,E,3.0
20B81A0327,R2022034,INDUSTRIAL ENGINEERING AND MANAGEMENT,16,F,0.0
20B81A0327,R2022035,MECHANICS OF SOLIDS AND METALLURGY LAB,14,A,1.5
20B81A0327,R2022036,MACHINE DRAWING PRACTICE,10,B,1.5
20B81A0327,R2022037,THEORY OF MACHINES LAB,12,A,1.5
20B81A0327,R2022038,PYTHON PROGRAMMING LAB,0,A,2.0
20B81A0328,R2022011,COMPLEX VARIABLES AND STATISTICAL METHOD,17,F,0.0
20B81A0328,R2022031,MATERIAL SCIENCE & METALLURGY,17,F,0.0
20B81A0328,R2022032,DYNAMICS OF MACHINERY,19,E,3.0
20B81A0328,R2022033,THERMAL ENGINEERING-I,19,F,0.0
20B81A0328,R2022034,INDUSTRIAL ENGINEERING AND MANAGEMENT,17,E,3.0
20B81A0328,R2022035,MECHANICS OF SOLIDS AND METALLURGY LAB,13,B,1.5
20B81A0328,R2022036,MACHINE DRAWING PRACTICE,14,A,1.5
20B81A0328,R2022037,THEORY OF MACHINES LAB,12,A,1.5
20B81A0328,R2022038,PYTHON PROGRAMMING LAB,0,A+,2.0
20B81A0329,R2022011,COMPLEX VARIABLES AND STATISTICAL METHOD,21,E,3.0
20B81A0329,R2022031,MATERIAL SCIENCE & METALLURGY,19,B,3.0
20B81A0329,R2022032,DYNAMICS OF MACHINERY,19,C,3.0
20B81A0329,R2022033,THERMAL ENGINEERING-I,23,D,3.0
20B81A0329,R2022034,INDUSTRIAL ENGINEERING AND MANAGEMENT,19,D,3.0
20B81A0329,R2022035,MECHANICS OF SOLIDS AND METALLURGY LAB,14,A,1.5
20B81A0329,R2022036,MACHINE DRAWING PRACTICE,15,A,1.5
20B81A0329,R2022037,THEORY OF MACHINES LAB,12,B,1.5
20B81A0329,R2022038,PYTHON PROGRAMMING LAB,0,A,2.0
20B81A0330,R2022011,COMPLEX VARIABLES AND STATISTICAL METHOD,28,B,3.0
20B81A0330,R2022031,MATERIAL SCIENCE & METALLURGY,26,C,3.0
20B81A0330,R2022032,DYNAMICS OF MACHINERY,23,E,3.0
20B81A0330,R2022033,THERMAL ENGINEERING-I,21,D,3.0
20B81A0330,R2022034,INDUSTRIAL ENGINEERING AND MANAGEMENT,21,C,3.0
20B81A0330,R2022035,MECHANICS OF SOLIDS AND METALLURGY LAB,13,A+,1.5
20B81A0330,R2022036,MACHINE DRAWING PRACTICE,15,A+,1.5
20B81A0330,R2022037,THEORY OF MACHINES LAB,12,A,1.5
20B81A0330,R2022038,PYTHON PROGRAMMING LAB,0,A,2.0
20B81A0331,R2022011,COMPLEX VARIABLES AND STATISTICAL METHOD,5,F,0.0
20B81A0331,R2022031,MATERIAL SCIENCE & METALLURGY,12,F,0.0
20B81A0331,R2022032,DYNAMICS OF MACHINERY,7,F,0.0
20B81A0331,R2022033,THERMAL ENGINEERING-I,12,F,0.0
20B81A0331,R2022034,INDUSTRIAL ENGINEERING AND MANAGEMENT,9,F,0.0
20B81A0331,R2022035,MECHANICS OF SOLIDS AND METALLURGY LAB,10,B,1.5
20B81A0331,R2022036,MACHINE DRAWING PRACTICE,10,B,1.5
20B81A0331,R2022037,THEORY OF MACHINES LAB,10,C,1.5
20B81A0331,R2022038,PYTHON PROGRAMMING LAB,0,A,2.0
20B81A0332,R2022011,COMPLEX VARIABLES AND STATISTICAL METHOD,25,D,3.0
20B81A0332,R2022031,MATERIAL SCIENCE & METALLURGY,23,D,3.0
20B81A0332,R2022032,DYNAMICS OF MACHINERY,23,D,3.0
20B81A0332,R2022033,THERMAL ENGINEERING-I,23,C,3.0
20B81A0332,R2022034,INDUSTRIAL ENGINEERING AND MANAGEMENT,20,D,3.0
20B81A0332,R2022035,MECHANICS OF SOLIDS AND METALLURGY LAB,14,A,1.5
20B81A0332,R2022036,MACHINE DRAWING PRACTICE,14,A,1.5
20B81A0332,R2022037,THEORY OF MACHINES LAB,14,A+,1.5
20B81A0332,R2022038,PYTHON PROGRAMMING LAB,0,A+,2.0
20B81A0333,R2022011,COMPLEX VARIABLES AND STATISTICAL METHOD,13,F,0.0
20B81A0333,R2022031,MATERIAL SCIENCE & METALLURGY,15,F,0.0
20B81A0333,R2022032,DYNAMICS OF MACHINERY,7,F,0.0
20B81A0333,R2022033,THERMAL ENGINEERING-I,21,F,0.0
20B81A0333,R2022034,INDUSTRIAL ENGINEERING AND MANAGEMENT,11,F,0.0
20B81A0333,R2022035,MECHANICS OF SOLIDS AND METALLURGY LAB,13,B,1.5
20B81A0333,R2022036,MACHINE DRAWING PRACTICE,11,B,1.5
20B81A0333,R2022037,THEORY OF MACHINES LAB,13,A,1.5
20B81A0333,R2022038,PYTHON PROGRAMMING LAB,0,A,2.0
20B81A0334,R2022011,COMPLEX VARIABLES AND STATISTICAL METHOD,20,F,0.0
20B81A0334,R2022031,MATERIAL SCIENCE & METALLURGY,13,E,3.0
20B81A0334,R2022032,DYNAMICS OF MACHINERY,19,E,3.0
20B81A0334,R2022033,THERMAL ENGINEERING-I,23,F,0.0
20B81A0334,R2022034,INDUSTRIAL ENGINEERING AND MANAGEMENT,11,F,0.0
20B81A0334,R2022035,MECHANICS OF SOLIDS AND METALLURGY LAB,14,A,1.5
20B81A0334,R2022036,MACHINE DRAWING PRACTICE,14,A,1.5
20B81A0334,R2022037,THEORY OF MACHINES LAB,14,A,1.5
20B81A0334,R2022038,PYTHON PROGRAMMING LAB,0,A,2.0
20B81A0335,R2022011,COMPLEX VARIABLES AND STATISTICAL METHOD,24,E,3.0
20B81A0335,R2022031,MATERIAL SCIENCE & METALLURGY,18,D,3.0
20B81A0335,R2022032,DYNAMICS OF MACHINERY,19,E,3.0
20B81A0335,R2022033,THERMAL ENGINEERING-I,23,E,3.0
20B81A0335,R2022034,INDUSTRIAL ENGINEERING AND MANAGEMENT,17,F,0.0
20B81A0335,R2022035,MECHANICS OF SOLIDS AND METALLURGY LAB,13,B,1.5
20B81A0335,R2022036,MACHINE DRAWING PRACTICE,15,A,1.5
20B81A0335,R2022037,THEORY OF MACHINES LAB,12,C,1.5
20B81A0335,R2022038,PYTHON PROGRAMMING LAB,0,A,2.0
20B81A0336,R2022011,COMPLEX VARIABLES AND STATISTICAL METHOD,19,F,0.0
20B81A0336,R2022031,MATERIAL SCIENCE & METALLURGY,12,F,0.0
20B81A0336,R2022032,DYNAMICS OF MACHINERY,9,F,0.0
20B81A0336,R2022033,THERMAL ENGINEERING-I,18,F,0.0
20B81A0336,R2022034,INDUSTRIAL ENGINEERING AND MANAGEMENT,13,F,0.0
20B81A0336,R2022035,MECHANICS OF SOLIDS AND METALLURGY LAB,10,B,1.5
20B81A0336,R2022036,MACHINE DRAWING PRACTICE,9,C,1.5
20B81A0336,R2022037,THEORY OF MACHINES LAB,12,B,1.5
20B81A0336,R2022038,PYTHON PROGRAMMING LAB,0,A,2.0
20B81A0337,R2022011,COMPLEX VARIABLES AND STATISTICAL METHOD,27,A+,3.0
20B81A0337,R2022031,MATERIAL SCIENCE & METALLURGY,21,C,3.0
20B81A0337,R2022032,DYNAMICS OF MACHINERY,23,C,3.0
20B81A0337,R2022033,THERMAL ENGINEERING-I,26,C,3.0
20B81A0337,R2022034,INDUSTRIAL ENGINEERING AND MANAGEMENT,18,D,3.0
20B81A0337,R2022035,MECHANICS OF SOLIDS AND METALLURGY LAB,11,A+,1.5
20B81A0337,R2022036,MACHINE DRAWING PRACTICE,15,A+,1.5
20B81A0337,R2022037,THEORY OF MACHINES LAB,12,A,1.5
20B81A0337,R2022038,PYTHON PROGRAMMING LAB,0,A,2.0
20B81A0338,R2022011,COMPLEX VARIABLES AND STATISTICAL METHOD,30,B,3.0
20B81A0338,R2022031,MATERIAL SCIENCE & METALLURGY,25,A,3.0
20B81A0338,R2022032,DYNAMICS OF MACHINERY,23,B,3.0
20B81A0338,R2022033,THERMAL ENGINEERING-I,27,D,3.0
20B81A0338,R2022034,INDUSTRIAL ENGINEERING AND MANAGEMENT,22,C,3.0
20B81A0338,R2022035,MECHANICS OF SOLIDS AND METALLURGY LAB,15,A+,1.5
20B81A0338,R2022036,MACHINE DRAWING PRACTICE,15,A+,1.5
20B81A0338,R2022037,THEORY OF MACHINES LAB,12,A,1.5
20B81A0338,R2022038,PYTHON PROGRAMMING LAB,0,A,2.0
20B81A0339,R2022011,COMPLEX VARIABLES AND STATISTICAL METHOD,22,F,0.0
20B81A0339,R2022031,MATERIAL SCIENCE & METALLURGY,20,D,3.0
20B81A0339,R2022032,DYNAMICS OF MACHINERY,9,F,0.0
20B81A0339,R2022033,THERMAL ENGINEERING-I,22,F,0.0
20B81A0339,R2022034,INDUSTRIAL ENGINEERING AND MANAGEMENT,16,E,3.0
20B81A0339,R2022035,MECHANICS OF SOLIDS AND METALLURGY LAB,12,B,1.5
20B81A0339,R2022036,MACHINE DRAWING PRACTICE,10,B,1.5
20B81A0339,R2022037,THEORY OF MACHINES LAB,12,B,1.5
20B81A0339,R2022038,PYTHON PROGRAMMING LAB,0,A+,2.0
20B81A0340,R2022011,COMPLEX VARIABLES AND STATISTICAL METHOD,22,F,0.0
20B81A0340,R2022031,MATERIAL SCIENCE & METALLURGY,20,F,0.0
20B81A0340,R2022032,DYNAMICS OF MACHINERY,10,F,0.0
20B81A0340,R2022033,THERMAL ENGINEERING-I,23,F,0.0
20B81A0340,R2022034,INDUSTRIAL ENGINEERING AND MANAGEMENT,17,E,3.0
20B81A0340,R2022035,MECHANICS OF SOLIDS AND METALLURGY LAB,14,B,1.5
20B81A0340,R2022036,MACHINE DRAWING PRACTICE,10,B,1.5
